>26712_26713 both
chlP2 4861287 4861429
chlJD37 2405945 2406046
chlChPhzS24 4462066 4462208
chl6698 4621584 4621726
chlChPhzTR44 4539269 4539331
chl2210 4483517 4483618
chlToZa7 4551788 4551850
chlSLPH10 4719155 4719217
chlChPhzS23 4426759 4426901
chlPCL1391 4480215 4480277
chlLzh-T5 4461815 4461957
chlPA23 4447002 4447144
chlStFRB508 4414797 4414898
chlChPhzTR36 4512483 4512625
chl50083 4542145 4542214
chl50083 4542254 4542355
chlO6 4557822 4557964
chlChPhzTR18 4475664 4475806
chlK27 4495622 4495723
>29321_29322 both
chlM12 4941164 4941264
chlTAMOak81 4955782 4955882
chlChPhzS140 5272406 5272505
chlDTR133 5214699 5214798
chlPCL1607 5170945 5171044
chlChPhzTR39 5251414 5251513
chlChPhzTR38 5196381 5196480
chl189 4723210 4723299
chl66 5047209 5047308
chl449 5220830 5220930
chl17415 4898256 4898356
chlZJU60 5052776 5052875
chlQ16 5148075 5148175
chlPb-St2 4897793 4897893
chlM71 5060244 5060343
chl464 5222765 5222865
chlB25 5229012 5229111
chl19603 5337102 5337202
chlCW2 5135584 5135684
chlC50 4963792 4963892
chlP2 5450951 5451036
chlJD37 1827630 1827730
chlChPhzS24 5051570 5051669
chl6698 5274053 5274138
chl2210 5071156 5071256
chlChPhzS23 4992291 4992390
chlPCL1391 5113367 5113466
chlLzh-T5 5054565 5054665
chlPA23 5020732 5020831
chlStFRB508 5012125 5012225
chlChPhzTR36 5182215 5182314
chl50083 5116110 5116210
chlO6 5121696 5121795
chlChPhzTR18 5061331 5061430
chlK27 5121461 5121560
>29713_29714 both
chlM12 5036851 5036950
chl189 4657221 4657321
chl66 5112666 5112756
chl449 5284903 5285002
chl17415 4979203 4979303
chlQ16 5212157 5212256
chlM71 5124326 5124426
chl464 5286838 5286937
chlB25 5290926 5291026
chl19603 5401175 5401274
chlC50 5027937 5028027
chlP2 5515921 5516011
chlJD37 1762174 1762273
chl6698 5339428 5339518
chlChPhzS23 5057740 5057840
chlLzh-T5 5120024 5120124
chlChPhzTR36 5247605 5247695
chl21509 5377028 5377128
chlO6 5187157 5187247
chlK27 5185506 5185606
>29659_29660 both
chlM12 5069711 5069824
chlTAMOak81 5048510 5048632
chl189 4624377 4624501
chl17415 5012002 5012126
chlM71 5157191 5157304
chl50083 5221863 5221987
chlK27 5218370 5218483
>24996_24997 both
chlM12 5243072 5243172
chlTAMOak81 5205794 5205878
chl189 4417588 4417672
chl17415 5189202 5189286
chlQ16 5415823 5415923
chlJD37 1547860 1547960
chlStFRB508 5286894 5286994
>29663_29664 both
chlM12 5277198 5277297
chlTAMOak81 5240147 5240247
chlChPhzS140 5665542 5665641
chlDTR133 5509413 5509512
chlPCL1607 5465559 5465658
chlChPhzTR39 5558430 5558529
chlChPhzTR38 5503430 5503529
chl189 4383198 4383297
chl66 5354339 5354438
chl449 5531125 5531224
chl17415 5223585 5223684
chlZJU60 5382462 5382560
chlQ16 5450587 5450686
chlPb-St2 5195102 5195201
chlM71 5369114 5369213
chl464 5533060 5533159
chlChPhzS135 5501687 5501786
chlB25 5532497 5532595
chl17411 5675998 5676097
chl19603 5645912 5646011
chl17809 5676003 5676102
chlCW2 5453091 5453190
chlP2 5758891 5758990
chlJD37 1512953 1513052
chlChPhzS24 5454247 5454346
chlChPhzTR44 5455102 5455200
chl2210 5373680 5373779
chlToZa7 5552540 5552639
chlSLPH10 5795353 5795452
chlChPhzS23 5299414 5299513
chlPCL1391 5408012 5408111
chlLzh-T5 5379764 5379863
chlPA23 5432427 5432526
chlStFRB508 5321766 5321865
chl21509 5607350 5607425
chl50083 5401709 5401808
chlO6 5421841 5421940
chlK27 5430161 5430260
>29665_29666 both
chlM12 5326821 5326921
chlTAMOak81 5291341 5291436
chlChPhzS140 5714116 5714215
chlDTR133 5558003 5558102
chlPCL1607 5514134 5514233
chlChPhzTR39 5608426 5608525
chlChPhzTR38 5553433 5553532
chl189 4331759 4331854
chl66 5404343 5404442
chl449 5580714 5580814
chl17415 5273794 5273889
chlZJU60 5431034 5431133
chlQ16 5500192 5500292
chlPb-St2 5244879 5244978
chlM71 5418595 5418694
chl464 5582649 5582749
chlChPhzS135 5550261 5550360
chlB25 5582426 5582526
chl17411 5724571 5724670
chl19603 5695386 5695486
chl17809 5724577 5724676
chlCW2 5502709 5502809
chlC50 5322775 5322874
chlP2 5807578 5807677
chlJD37 1462070 1462170
chlChPhzS24 5504250 5504349
chl6698 5629910 5630009
chlChPhzTR44 5503646 5503745
chl2210 5423304 5423404
chlToZa7 5601114 5601213
chlSLPH10 5843927 5844026
chlChPhzS23 5349417 5349516
chlPCL1391 5456586 5456685
chlLzh-T5 5428453 5428552
chlPA23 5481114 5481213
chlChPhzTR36 5531149 5531248
chl21509 5655931 5656030
chl50083 5451161 5451261
chlO6 5471497 5471578
chlChPhzTR18 5424744 5424843
chlK27 5479630 5479729
>29667_29668 both
chlM12 5343467 5343565
chlChPhzS140 5732542 5732638
chlChPhzS140 5732411 5732509
chlDTR133 5576428 5576524
chlDTR133 5576298 5576395
chlPCL1607 5532560 5532656
chlPCL1607 5532429 5532527
chlChPhzTR39 5625566 5625662
chlChPhzTR39 5625435 5625533
chlChPhzTR38 5570470 5570566
chlChPhzTR38 5570339 5570437
chl66 5421483 5421579
chl66 5421352 5421450
chl449 5597374 5597472
chlZJU60 5449488 5449584
chlZJU60 5449357 5449455
chlQ16 5516798 5516898
chlM71 5435373 5435471
chl464 5599309 5599407
chlChPhzS135 5568687 5568783
chlChPhzS135 5568556 5568654
chlB25 5598924 5599024
chl17411 5742981 5743077
chl17411 5742850 5742948
chl19603 5712137 5712235
chl17809 5742988 5743084
chl17809 5742857 5742955
chlCW2 5519311 5519409
chlC50 5339819 5339915
chlC50 5339688 5339786
chlP2 5824716 5824812
chlP2 5824585 5824683
chlJD37 1445578 1445676
chlChPhzS24 5521287 5521383
chlChPhzS24 5521156 5521254
chl6698 5647151 5647247
chl6698 5647020 5647118
chlChPhzTR44 5522072 5522168
chlChPhzTR44 5521941 5522039
chl2210 5439840 5439938
chlToZa7 5619540 5619636
chlToZa7 5619409 5619507
chlSLPH10 5862353 5862449
chlSLPH10 5862222 5862320
chlChPhzS23 5366553 5366649
chlChPhzS23 5366422 5366520
chlPCL1391 5475012 5475108
chlPCL1391 5474881 5474979
chlLzh-T5 5445696 5445792
chlLzh-T5 5445565 5445663
chlPA23 5498020 5498116
chlPA23 5497889 5497987
chlStFRB508 5388176 5388274
chlChPhzTR36 5548288 5548384
chlChPhzTR36 5548157 5548255
chl21509 5672704 5672800
chl50083 5467754 5467854
chlO6 5488512 5488608
chlChPhzTR18 5441781 5441877
chlChPhzTR18 5441650 5441748
chlK27 5496536 5496632
>29671_29672 both
chlM12 5492037 5492135
chlChPhzTR39 5780280 5780379
chlChPhzTR38 5722161 5722260
chl189 4179645 4179759
chl66 5567389 5567488
chl449 5736259 5736358
chlQ16 5654453 5654552
chlPb-St2 5399629 5399728
chlM71 5573495 5573594
chl464 5738643 5738742
chl19603 5860851 5860951
chlCW2 5703057 5703157
chlC50 5497962 5498061
chlP2 5975303 5975402
chlJD37 1307224 1307323
chlChPhzS24 5664013 5664112
chl6698 5783702 5783801
chl2210 5595953 5596044
chlChPhzS23 5505094 5505193
chlLzh-T5 5586474 5586573
chlPA23 5636559 5636658
chlStFRB508 5526836 5526936
chlChPhzTR36 5707757 5707856
chl50083 5607247 5607361
chlO6 5643733 5643832
chlChPhzTR18 5597502 5597601
chlK27 5640513 5640612
>29673_29674 both
chlM12 5583727 5583826
chlChPhzTR39 5872192 5872291
chlChPhzTR38 5814080 5814179
chl66 5659434 5659533
chl449 5828049 5828148
chlQ16 5746335 5746434
chlM71 5665248 5665347
chl464 5830433 5830532
chl19603 5952730 5952807
chlCW2 5794640 5794739
chlC50 5590005 5590104
chlP2 6067342 6067441
chlChPhzS24 5755932 5756031
chl6698 5875746 5875845
chl2210 5687823 5687922
chlChPhzS23 5597132 5597231
chlPCL1391 5693225 5693324
chlLzh-T5 5678464 5678563
chlPA23 5728479 5728578
chlStFRB508 5618536 5618635
chlChPhzTR36 5799800 5799899
chlO6 5735765 5735864
chlChPhzTR18 5689421 5689520
chlK27 5732199 5732298
>29675_29676 both
chlM12 5821827 5821924
chlTAMOak81 5769203 5769300
chl189 3844517 3844614
chl449 6060827 6060924
chl17415 5739316 5739413
chlPb-St2 5716719 5716816
chlM71 5905614 5905711
chl464 6063211 6063308
chlCW2 6022242 6022339
chl2210 5928152 5928249
chl50083 5914430 5914526
chlK27 5966931 5967028
>29676_29542 both
chlM12 5823377 5823474
chlTAMOak81 5770755 5770852
chlChPhzS140 6176328 6176427
chlDTR133 6135703 6135802
chlPCL1607 5976311 5976410
chlChPhzTR39 6125334 6125433
chlChPhzTR38 6058704 6058803
chl189 3842965 3843064
chl66 5895164 5895263
chl449 6062377 6062476
chl17415 5740866 5740963
chlZJU60 5930757 5930856
chlQ16 5989851 5989950
chlPb-St2 5718269 5718366
chlM71 5907164 5907263
chl464 6064761 6064860
chlChPhzS135 6044186 6044285
chlB25 6047211 6047308
chl17411 6305014 6305113
chl19603 6193657 6193756
chl17809 6311496 6311595
chlCW2 6023791 6023890
chlC50 5839140 5839239
chlP2 6301864 6301963
chlJD37 990293 990392
chlChPhzS24 5993004 5993103
chl6698 6108279 6108378
chlChPhzTR44 5982426 5982525
chl2210 5929702 5929801
chlToZa7 6072089 6072188
chlSLPH10 6322687 6322786
chlChPhzS23 5851925 5852024
chlPCL1391 5943753 5943852
chlLzh-T5 5917563 5917662
chlPA23 5963621 5963720
chlStFRB508 5853516 5853613
chlChPhzTR36 6033650 6033749
chl21509 6126333 6126432
chl50083 5915979 5916078
chlO6 5965552 5965651
chlChPhzTR18 5944061 5944160
chlK27 5968480 5968579
>28989_28990 both
chlM12 5880472 5880585
chlTAMOak81 5834840 5834940
chlChPhzS140 6245013 6245126
chlDTR133 6202426 6202539
chlPCL1607 6043040 6043153
chlChPhzTR39 6182983 6183096
chlChPhzTR38 6116353 6116466
chl66 5953111 5953224
chl449 6120026 6120139
chl17415 5802171 5802305
chlZJU60 5997722 5997835
chlQ16 6047251 6047364
chlPb-St2 5774665 5774778
chlM71 5961722 5961835
chl464 6122410 6122523
chlChPhzS135 6110909 6111022
chl17411 6372083 6372196
chl19603 6250828 6250941
chl17809 6378565 6378678
chlCW2 6081217 6081330
chlC50 5897056 5897169
chlP2 6359592 6359705
chlJD37 918334 918447
chlChPhzS24 6050654 6050767
chl6698 6165682 6165795
chlChPhzTR44 6049149 6049262
chl2210 5987377 5987490
chlChPhzS23 5909850 5909963
chlPCL1391 6012222 6012335
chlLzh-T5 5975536 5975649
chlStFRB508 5910899 5911012
chlChPhzTR36 6091496 6091609
chlO6 6023428 6023541
chlChPhzTR18 6001702 6001815
>29679_29680 both
chlM12 6225953 6226050
chlTAMOak81 6179242 6179327
chl189 3451375 3451488
chl449 6467377 6467474
chl17415 6128025 6128111
chlQ16 6408602 6408699
chlPb-St2 6123921 6124018
chlM71 6306556 6306653
chl464 6469761 6469858
chlB25 6469583 6469680
chl19603 6613145 6613242
chlCW2 6428259 6428356
chlJD37 557385 557482
chlChPhzTR44 6377773 6377858
chl2210 6349485 6349582
chlStFRB508 6289099 6289196
chl50083 6310353 6310438
chlO6 6365296 6365393
chlK27 6367889 6367986
>29561_29562 both
chlM12 6338343 6338443
chlTAMOak81 6293999 6294060
chlChPhzS140 6683145 6683207
chlDTR133 6673629 6673691
chlPCL1607 6514115 6514176
chlChPhzTR39 6671559 6671621
chlChPhzTR38 6573128 6573190
chl189 3337057 3337118
chl66 6410732 6410794
chl449 6583901 6584001
chl17415 6239875 6239936
chlZJU60 6436388 6436450
chlQ16 6525185 6525285
chlPb-St2 6234367 6234428
chlM71 6419292 6419392
chl464 6586285 6586385
chlChPhzS135 6549043 6549105
chl17411 6822940 6823001
chl19603 6729410 6729510
chl17809 6829423 6829484
chlCW2 6544461 6544561
chlC50 6355197 6355259
chlP2 6816355 6816417
chlChPhzS24 6507430 6507492
chl6698 6658027 6658089
chlChPhzTR44 6487296 6487358
chlToZa7 6616259 6616320
chlSLPH10 6836687 6836749
chlChPhzS23 6366211 6366273
chlPCL1391 6450477 6450539
chlLzh-T5 6434172 6434234
chlPA23 6834757 6834819
chlStFRB508 6420183 6420245
chlChPhzTR36 6548276 6548338
chl21509 6649173 6649240
chlO6 6476950 6477012
chlChPhzTR18 6459917 6459979
chlK27 6480468 6480568
>28629_23999 both
chlM12 6385572 6385672
chlB25 6631166 6631266
>29475_29543 both
chlM12 6171941 6172042
chl189 3505298 3505402
chl449 6413281 6413382
chl17415 6074172 6074286
chlQ16 6354659 6354760
chlPb-St2 6067589 6067703
chlM71 6252691 6252792
chl464 6415665 6415766
chl19603 6558383 6558484
chlCW2 6374369 6374470
chl2210 6295648 6295749
chl50083 6256591 6256705
chlK27 6313926 6314027
>29373_29374 both
chlM12 406742 406842
chlTAMOak81 430008 430096
chlChPhzTR39 398681 398781
chlChPhzTR38 426832 426932
chl189 2538365 2538462
chl66 420595 420696
chl449 412697 412797
chl17415 404584 404681
chlQ16 411674 411774
chlM71 472383 472497
chl464 412697 412797
chlB25 412940 413040
chl19603 428561 428661
chlCW2 408784 408884
chlC50 415213 415313
chlP2 420989 421089
chlJD37 6249822 6249936
chlChPhzS24 397014 397114
chl6698 411020 411120
chl2210 421817 421917
chlChPhzS23 403753 403853
chlLzh-T5 397324 397424
chlPA23 290075 290175
chlStFRB508 219799 219899
chlChPhzTR36 408835 408935
chl50083 404068 404157
chlO6 409294 409394
chlChPhzTR18 396908 397008
chlK27 459032 459146
>29681_29682 both
chlM12 1833559 1833658
chlTAMOak81 1856200 1856274
chlTAMOak81 1856081 1856180
chlChPhzS140 1849670 1849769
chlDTR133 1894634 1894733
chlPCL1607 1896883 1896982
chl189 1002147 1002246
chl449 1854377 1854476
chl17415 1834929 1835028
chlZJU60 1828283 1828382
chlQ16 1861074 1861173
chlPb-St2 1785107 1785206
chlM71 1895933 1896032
chl464 1856311 1856410
chlChPhzS135 1860888 1860987
chlB25 2027777 2027876
chl17411 1901088 1901187
chl19603 1852157 1852256
chl17809 1901101 1901200
chlC50 1847437 1847536
chl6698 1893956 1894056
chlChPhzTR44 1885080 1885179
chl2210 1860005 1860104
chlToZa7 1858949 1859048
chlSLPH10 1857686 1857785
chlChPhzS23 1858643 1858742
chlPCL1391 1837860 1837959
chlLzh-T5 1857498 1857597
chl21509 1871750 1871849
chl50083 1892401 1892500
chlO6 1959889 1959988
chlK27 1883054 1883153
>29375_29376 both
chlM12 1048888 1048989
chlTAMOak81 1086940 1087030
chlChPhzS140 1069768 1069869
chlDTR133 1057957 1058058
chlPCL1607 1106943 1107044
chlChPhzTR39 1073052 1073153
chlChPhzTR38 1076887 1076988
chl189 1898314 1898415
chlQ16 1057177 1057278
chlPb-St2 1026156 1026236
chlM71 1120448 1120549
chlChPhzS135 1071229 1071330
chl17411 1053757 1053847
chl17809 1053763 1053853
chlCW2 1056513 1056614
chlC50 1046589 1046690
chlP2 1053751 1053852
chlChPhzS24 1068248 1068349
chl6698 1072460 1072561
chlChPhzTR44 1048826 1048927
chlToZa7 1069199 1069300
chlSLPH10 1068046 1068147
chlPCL1391 1046750 1046851
chlChPhzTR36 1098393 1098494
chl21509 1080496 1080597
chl50083 1064412 1064502
chlO6 1066998 1067099
chlChPhzTR18 1055800 1055901
chlK27 1106198 1106299
>29443_29444 both
chlM12 5935053 5935153
chlTAMOak81 5889692 5889792
chlChPhzTR39 6269357 6269457
chlChPhzTR38 6170886 6170986
chl189 3727209 3727309
chl66 6007630 6007730
chl449 6174627 6174718
chl17415 5856800 5856900
chlQ16 6101821 6101921
chlM71 6016344 6016444
chl464 6177011 6177102
chl19603 6305446 6305546
chlCW2 6135783 6135882
chlC50 5951589 5951689
chlP2 6414110 6414210
chlChPhzS24 6105171 6105271
chl6698 6220202 6220302
chl2210 6041943 6042042
chlLzh-T5 6030341 6030441
chlPA23 6218994 6219094
chlStFRB508 5965565 5965664
chlChPhzTR36 6146001 6146101
chl50083 6027778 6027878
chlO6 6079263 6079363
chlChPhzTR18 6056235 6056335
chlK27 6077675 6077775
>29530_29298 both
chlM12 2017142 2017241
chlTAMOak81 2036595 2036693
chlChPhzS140 2026062 2026161
chlDTR133 2069881 2069940
chlPCL1607 2072125 2072184
chlChPhzTR39 2074708 2074807
chlChPhzTR38 2075421 2075520
chl189 811630 811728
chl66 2097310 2097409
chl449 2074119 2074218
chl17415 2020646 2020744
chlZJU60 2005606 2005665
chlQ16 2043261 2043360
chlM71 2076520 2076619
chl464 2076053 2076152
chlChPhzS135 2036134 2036193
chlB25 2263299 2263398
chl17411 2076064 2076123
chl19603 2034530 2034629
chl17809 2076076 2076135
chlCW2 2031847 2031946
chlC50 2031221 2031320
chlP2 2103164 2103263
chlJD37 4594468 4594567
chlChPhzS24 2065348 2065447
chl6698 2078001 2078100
chlChPhzTR44 2060320 2060379
chl2210 2043742 2043841
chlToZa7 2034257 2034316
chlSLPH10 2073620 2073679
chlChPhzS23 2043849 2043948
chlPCL1391 2013054 2013153
chlLzh-T5 2042799 2042898
chlPA23 1966576 1966675
chlStFRB508 1850183 1850282
chlChPhzTR36 2083261 2083360
chl21509 2046145 2046204
chl50083 2075212 2075310
chlO6 2146517 2146616
chlChPhzTR18 2054578 2054677
chlK27 2063561 2063660
>29585_29586 both
chlM12 256360 256458
chlTAMOak81 290726 290824
chlChPhzTR39 253397 253459
chlChPhzTR39 253273 253371
chlChPhzTR38 253680 253742
chlChPhzTR38 253556 253654
chl189 2702760 2702858
chl66 262679 262741
chl66 262555 262653
chl449 258119 258217
chl17415 255588 255686
chlQ16 255747 255845
chlPb-St2 249749 249811
chlPb-St2 249626 249723
chlM71 268307 268405
chl464 258119 258217
chlB25 260500 260562
chlB25 260376 260474
chl17411 253774 253841
chl19603 266199 266297
chl17809 253780 253847
chlCW2 256632 256694
chlCW2 256508 256606
chlC50 261142 261204
chlC50 261018 261116
chlP2 262133 262195
chlP2 262009 262107
chlJD37 6425918 6426016
chlChPhzS24 253473 253535
chlChPhzS24 253349 253447
chl6698 263031 263093
chl6698 262907 263005
chlChPhzTR44 253666 253732
chl2210 265014 265076
chl2210 264890 264988
chlChPhzS23 259928 259990
chlChPhzS23 259804 259902
chlPCL1391 252002 252068
chlLzh-T5 254317 254379
chlPA23 134972 135034
chlPA23 134848 134946
chlStFRB508 66685 66783
chlChPhzTR36 260924 260986
chlChPhzTR36 260800 260898
chl21509 253894 253960
chl50083 263230 263328
chlO6 259745 259807
chlO6 259621 259719
chlChPhzTR18 253675 253737
chlChPhzTR18 253551 253649
chlK27 287154 287252
>29685_29686 both
chlM12 684540 684653
chlChPhzTR39 676761 676861
chlChPhzTR38 696181 696281
chl66 687939 688060
chl17415 669625 669737
chlM71 739423 739536
chlC50 682356 682485
chlJD37 5981645 5981758
chlChPhzS24 676509 676609
chl2210 697888 698001
chlChPhzS23 670595 670716
chlLzh-T5 666530 666651
chlPA23 559496 559617
chlStFRB508 497692 497805
chlChPhzTR36 675536 675649
chl50083 679686 679798
chlO6 686473 686586
chlChPhzTR18 675089 675189
chlK27 726044 726157
>28999_29000 both
chlM12 2059507 2059606
chlTAMOak81 2078877 2078940
chl189 769246 769345
chl66 2139641 2139740
chl17415 2062984 2063083
chlZJU60 2047915 2048014
chlPb-St2 2007419 2007518
chlB25 2305636 2305735
chl19603 2076873 2076972
chlC50 2073554 2073653
chlP2 2145488 2145587
chlJD37 4552127 4552226
chlChPhzS24 2107680 2107779
chl2210 2086085 2086184
chlChPhzS23 2086168 2086267
chlLzh-T5 2085130 2085229
chlPA23 2008908 2009007
chlStFRB508 1892525 1892624
chl21509 2088390 2088489
chl50083 2117469 2117567
chlO6 2188849 2188948
chlChPhzTR18 2096910 2097009
>29689_29690 both
chlM12 4076054 4076154
chlTAMOak81 4006701 4006784
chlChPhzS140 4317003 4317103
chlDTR133 4177205 4177305
chlPCL1607 4135829 4135929
chlChPhzTR39 4215632 4215715
chlChPhzTR39 4215731 4215831
chlChPhzTR38 4180480 4180563
chlChPhzTR38 4180579 4180679
chl189 164064 164164
chl66 4130262 4130345
chl66 4130361 4130461
chl449 4251922 4252022
chl17415 3962109 3962209
chlZJU60 4023812 4023913
chlQ16 4147969 4148069
chlPb-St2 4005766 4005866
chlM71 4122355 4122455
chl464 4253857 4253957
chlChPhzS135 4209703 4209803
chlB25 4144378 4144479
chl17411 4294200 4294301
chl19603 4451261 4451361
chl17809 4294199 4294300
chlCW2 4165234 4165317
chlC50 4066242 4066325
chlC50 4066341 4066441
chlP2 4518306 4518389
chlP2 4518405 4518505
chlJD37 2714865 2714948
chlJD37 2714751 2714851
chlChPhzS24 4116347 4116430
chlChPhzS24 4116446 4116546
chl6698 4280947 4281030
chl6698 4281046 4281146
chlChPhzTR44 4147823 4147923
chl2210 4152080 4152180
chlToZa7 4180875 4180975
chlSLPH10 4170885 4170985
chlChPhzS23 4086813 4086896
chlChPhzS23 4086912 4087012
chlPCL1391 4101172 4101272
chlLzh-T5 4108275 4108358
chlLzh-T5 4108374 4108474
chlPA23 4095961 4096044
chlPA23 4096060 4096160
chlStFRB508 4078205 4078288
chlStFRB508 4078302 4078402
chlChPhzTR36 4169398 4169481
chlChPhzTR36 4169497 4169597
chl21509 4276341 4276424
chl50083 4179813 4179914
chlO6 4217459 4217542
chlO6 4217558 4217658
chlChPhzTR18 4132792 4132875
chlChPhzTR18 4132891 4132991
chlK27 4183219 4183319
>29691_29692 both
chlM12 4325343 4325419
chlChPhzS140 4623131 4623207
chlDTR133 4518444 4518520
chlPCL1607 4484104 4484180
chlChPhzTR39 4507486 4507562
chlChPhzTR38 4459040 4459116
chl189 5378637 5378707
chl66 4404285 4404361
chl449 4500333 4500409
chl17415 4232290 4232360
chlZJU60 4325368 4325444
chlQ16 4404733 4404809
chlQ16 4404560 4404630
chlM71 4370147 4370223
chl464 4502268 4502344
chlChPhzS135 4512100 4512176
chl17411 4600313 4600389
chl19603 4707680 4707756
chl17809 4600312 4600388
chlCW2 4432424 4432500
chlC50 4329816 4329892
chlP2 4796965 4797041
chlJD37 2470322 2470398
chlChPhzS24 4394878 4394954
chl6698 4557274 4557350
chlChPhzTR44 4454156 4454232
chl2210 4419125 4419201
chlToZa7 4482952 4483028
chlSLPH10 4492057 4492133
chlChPhzS23 4362455 4362531
chlPCL1391 4411372 4411448
chlLzh-T5 4397494 4397570
chlPA23 4382653 4382729
chlStFRB508 4350387 4350463
chlChPhzTR36 4446847 4446923
chl50083 4473120 4473190
chlO6 4493493 4493569
chlChPhzTR18 4411331 4411407
chlK27 4431272 4431348
>29693_29694 both
chlM12 6300580 6300679
chlTAMOak81 6253000 6253061
chlChPhzTR39 6633934 6634033
chlChPhzTR38 6535492 6535591
chl189 3374640 3374739
chl66 6372868 6372930
chl449 6541982 6542081
chl17415 6202279 6202378
chlZJU60 6398948 6399010
chlQ16 6483252 6483351
chlPb-St2 6196819 6196918
chlM71 6381376 6381475
chl464 6544366 6544465
chlB25 6545493 6545594
chl17411 6785521 6785583
chl19603 6687731 6687830
chl17809 6792004 6792066
chlCW2 6502817 6502916
chlC50 6317124 6317186
chlP2 6778456 6778518
